eventid,iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2.00E+11,2003,9,22,Jammu and Kashmir (State),Rajauri,Bombing/Explosion,Private Citizens & Property,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2003,9,24,Andhra Pradesh (State),Unknown,Armed Assault,Government (General),People's War Group (PWG),Firearms
2.00E+11,2003,9,28,Jammu and Kashmir (State),Udhampur,Armed Assault,Private Citizens & Property,Hizbul Mujahideen (HM),Firearms
2.00E+11,2003,9,30,Tripura (State),Dhurai Sambrai,Armed Assault,Violent Political Party,National Liberation Front of Tripura (NLFT),Firearms
2.00E+11,2003,10,1,Andhra Pradesh (State),Tirupati,Bombing/Explosion,Government (General),People's War Group (PWG),Explosives/Bombs/Dynamite
2.00E+11,2003,10,20,Jammu and Kashmir (State),Batmalloo,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,10,20,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,10,21,Jammu and Kashmir (State),Kulgam,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,10,28,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Telecommunication,Kashmir Freedom Force,Explosives/Bombs/Dynamite
2.00E+11,2003,11,3,Jammu and Kashmir (State),Pulwama,Assassination,Government (General),Unknown,Firearms
2.00E+11,2003,11,3,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,11,5,Manipur (State),Moreh,Bombing/Explosion,Military,United National Liberation Front (UNLF),Explosives/Bombs/Dynamite
2.00E+11,2003,11,5,Manipur (State),Imphal,Hostage Taking (Kidnapping),Government (General),Kuki National Front (KNF),Firearms
2.00E+11,2003,11,7,Jammu and Kashmir (State),Anantnag,Assassination,Government (General),Unknown,Firearms
2.00E+11,2003,11,12,Assam (State),Manja,Hostage Taking (Kidnapping),Private Citizens & Property,United People's Democratic Solidarity (UPDS),Melee
2.00E+11,2003,11,12,Jammu and Kashmir (State),Bandipora,Armed Assault,Military,Unknown,Firearms
2.00E+11,2003,11,14,Jammu and Kashmir (State),Naseem Bagh,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,11,15,Jammu and Kashmir (State),Pulwama,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,11,18,Jammu and Kashmir (State),Srinagar,Armed Assault,Police,Al-Mansoorian,Firearms
2.00E+11,2003,11,22,Assam (State),Unknown,Armed Assault,Private Citizens & Property,United Liberation Front of Assam (ULFA),Firearms
2.00E+11,2003,11,27,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,11,27,West Bengal (State),Salboni,Bombing/Explosion,Police,People's War Group (PWG),Explosives/Bombs/Dynamite
2.00E+11,2003,11,29,Assam (State),Unknown,Armed Assault,Private Citizens & Property,Kuki Revolutionary Army (KRA),Firearms
2.00E+11,2003,12,2,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2003,12,6,Kerala (State),Nooranad,Bombing/Explosion,Religious Figures/Institutions,Unknown,Incendiary
2.00E+11,2003,12,8,Assam (State),Makum,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,1,1,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,1,2,Jammu and Kashmir (State),Jammu,Armed Assault,Transportation,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,1,2,Jammu and Kashmir (State),Bijbehara,Bombing/Explosion,Police,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,1,3,Tripura Pradesh (State),Chaplingcherra,Bombing/Explosion,Military,National Liberation Front of Tripura (NLFT),Explosives/Bombs/Dynamite
2.00E+11,2004,1,6,Jammu and Kashmir (State),Shopiyan,Armed Assault,Police,Other,Firearms
2.00E+11,2004,1,9,Jammu and Kashmir (State),Jammu,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,1,10,Jammu and Kashmir (State),Lurgam,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,1,10,Assam (State),Kunwarpur,Bombing/Explosion,Utilities,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,1,12,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,1,14,Bihar (State),Mirjapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,People's War Group (PWG),Firearms
2.00E+11,2004,1,14,West Bengal (State),Beltapara,Armed Assault,Private Citizens & Property,Kamtapur Liberation Organization (KLO),Firearms
2.00E+11,2004,1,15,Jammu and Kashmir (State),Hyderpora,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2004,1,27,Jammu and Kashmir (State),Majra Bambal,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2004,2,7,Jammu and Kashmir (State),Shopian,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,2,15,Anantnag (District),Qazigund,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,2,23,Jammu and Kashmir (State),Gagarsulla,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,2,27,Jammu and Kashmir (State),Beerwah,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,3,3,Jammu and Kashmir (State),Jammu,Armed Assault,Police,Unknown,Firearms
2.00E+11,2004,3,9,Jammu and Kashmir (State),Srinagar,Armed Assault,Government (General),Al-Mansoorian,Firearms
2.00E+11,2004,3,11,Jammu and Kashmir (State),Pulwama,Hostage Taking (Barricade Incident),Educational Institution,Unknown,Firearms
2.00E+11,2004,3,20,Jammu and Kashmir (State),Manasbal,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,1,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Government (General),Al-Arifeen,Explosives/Bombs/Dynamite
2.00E+11,2004,4,5,Jammu and Kashmir (State),Pulwama,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,8,Jammu and Kashmir (State),Uri,Bombing/Explosion,Government (General),Save Kashmir Movement,Explosives/Bombs/Dynamite
2.00E+11,2004,4,8,Jharkhand (State),Chaibasa,Bombing/Explosion,Police,People's War Group (PWG),Explosives/Bombs/Dynamite
2.00E+11,2004,4,10,Andhra Pradesh (State),Unknown,Armed Assault,Police,Unknown,Firearms
2.00E+11,2004,4,14,Jammu and Kashmir (State),Kashmir,Bombing/Explosion,Private Citizens & Property,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2004,4,14,Bihar (State),Unknown,Bombing/Explosion,Police,Maoist Communist Center (MCC),Explosives/Bombs/Dynamite
2.00E+11,2004,4,15,Assam (State),Guwahati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,20,Chhattisgarh (State),Unknown,Facility/Infrastructure Attack,Government (General),Maoist Communist Center (MCC),Firearms
2.00E+11,2004,4,20,Jammu and Kashmir (State),Banipora,Bombing/Explosion,Government (General),Maoist Communist Center (MCC),Explosives/Bombs/Dynamite
2.00E+11,2004,4,20,Jammu and Kashmir (State),Dhandbad,Facility/Infrastructure Attack,Government (General),Maoist Communist Center (MCC),Firearms
2.00E+11,2004,4,20,Manipur (State),Unknown,Facility/Infrastructure Attack,Government (General),Maoist Communist Center (MCC),Unknown
2.00E+11,2004,4,20,Bihar (State),Unknown,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,4,21,Jammu and Kashmir (State),Pulwama,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,21,Jammu and Kashmir (State),Pulwama,Assassination,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,23,Jammu and Kashmir (State),Srinagar,Armed Assault,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,23,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,4,27,Pulwama (District),Pampore,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,5,10,Jammu and Kashmir (State),Sopore,Bombing/Explosion,Private Citizens & Property,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,5,21,Jammu and Kashmir (State),Chadoura,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2004,5,23,Jammu and Kashmir (State),Woodsa,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2004,5,23,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,5,29,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Private Citizens & Property,Save Kashmir Movement,Explosives/Bombs/Dynamite
2.00E+11,2004,6,3,Jammu and Kashmir (State),Poonch,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,5,Jammu and Kashmir (State),Jammu,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,9,Assam (State),Unknown,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,10,Jammu and Kashmir (State),Bogund,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,6,10,Jammu and Kashmir (State),Jamsalan,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,6,12,Jammu and Kashmir (State),Pahalgam,Bombing/Explosion,Tourists,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,15,Jammu and Kashmir (State),Srinagar,Armed Assault,Government (General),Unknown,Firearms
2.00E+11,2004,6,16,Jammu and Kashmir (State),Ashmuqam,Armed Assault,Government (General),Unknown,Firearms
2.00E+11,2004,6,18,Jammu and Kashmir (State),Azadgunj Chowk,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,20,Jammu and Kashmir (State),Poonch,Armed Assault,Military,Unknown,Firearms
2.00E+11,2004,6,23,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,23,Jharkhand (State),Unknown,Bombing/Explosion,Police,Maoist Communist Center (MCC),Explosives/Bombs/Dynamite
2.00E+11,2004,6,24,Assam (State),Guwahati,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,6,26,Jammu and Kashmir (State),Poonch,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,6,28,Jammu and Kashmir (State),Srinagar,Armed Assault,Government (General),Unknown,Firearms
2.00E+11,2004,6,30,Jammu and Kashmir (State),Baramulla,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,6,30,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,7,2,Jammu and Kashmir (State),Doda District,Assassination,Government (General),Other,Firearms
2.00E+11,2004,7,2,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Police,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,7,3,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Tourists,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,7,15,Jammu and Kashmir (State),Punch District,Bombing/Explosion,Police,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,7,15,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,7,15,Assam (State),Bismile,Bombing/Explosion,Utilities,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,7,15,Assam (State),Guwahati,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,7,19,Jammu and Kashmir (State),Gurdan,Armed Assault,Military,Unknown,Firearms
2.00E+11,2004,7,19,Jammu and Kashmir (State),Doru,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,7,25,Jammu and Kashmir (State),Rajauri,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Melee
2.00E+11,2004,7,26,Jammu and Kashmir (State),Baramulla,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,7,27,Jammu and Kashmir (State),Dal Lake,Armed Assault,Police,Al-Mansoorian,Firearms
2.00E+11,2004,8,13,Jammu and Kashmir (State),Thanamandi,Armed Assault,Private Citizens & Property,Other,Firearms
2.00E+11,2004,8,14,Assam (State),Gauripar,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,15,Assam (State),Dhemaji,Bombing/Explosion,Educational Institution,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,18,Orissa (State),Bhubaneswar,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,8,18,Jammu and Kashmir (State),Malachamlan,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2004,8,25,Assam (State),Dibrugarh,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,25,Kokrajhar (District),Gossaigaon,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,25,Assam (State),Unknown,Bombing/Explosion,Military,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,26,Assam (State),Gossaigaon,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,26,Assam (State),Tangla,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,8,27,Maharashtra (State),Purna,Bombing/Explosion,Religious Figures/Institutions,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,8,27,Jammu and Kashmir (State),Seri,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,8,31,Kashmir (Territory),Jammu,Bombing/Explosion,Police,Other,Explosives/Bombs/Dynamite
2.00E+11,2004,9,3,Jammu and Kashmir (State),Sheendara,Armed Assault,Police,Unknown,Firearms
2.00E+11,2004,9,10,Jammu and Kashmir (State),Goon Dhar,Hostage Taking (Kidnapping),Private Citizens & Property,Lashkar-e-Taiba (LeT),Incendiary
2.00E+11,2004,9,10,Jammu and Kashmir (State),Rajauri,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Incendiary
2.00E+11,2004,9,25,Unknown,Nallalalam,Armed Assault,Religious Figures/Institutions,Rashtriya Swayamsevak Sangh,Firearms
2.00E+11,2004,10,2,Jammu and Kashmir (State),Aishmuqam,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2004,10,2,Assam (Region),Makri Jhoda,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.00E+11,2004,10,2,Nagaland (Region),Dimapur,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,10,3,Assam (Region),Dhekiagula,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,10,3,Sonitpur (District),Borhat,Bombing/Explosion,Utilities,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,10,4,Sonitpur (District),Gelapukhuri,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.00E+11,2004,10,5,Assam (Region),Jalabela,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.00E+11,2004,10,8,Doda (District),Sherbibi,Armed Assault,Government (General),Harakat ul-Mujahidin (HuM),Firearms
2.00E+11,2004,10,14,West Bengal (State),Unknown,Armed Assault,Military,People's War Group (PWG),Firearms
2.00E+11,2004,11,1,Jammu and Kashmir (State),Shupiyan,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,11,3,Jammu and Kashmir (State),Kangan,Assassination,Government (General),Unknown,Firearms
2.00E+11,2004,11,8,Jammu and Kashmir (State),Sundervani,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,12,3,Jammu and Kashmir (State),Sopore,Armed Assault,Police,Al-Mansoorian,Explosives/Bombs/Dynamite
2.00E+11,2004,12,5,Jammu and Kashmir (State),Pulwama,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2004,12,8,Jammu and Kashmir (State),Anantnag,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,12,14,Assam (State),Unknown,Bombing/Explosion,Unknown,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.00E+11,2004,12,24,Badgam (District),Pakharpora,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2004,12,29,Jammu and Kashmir (State),Srinagar,Assassination,Government (General),Unknown,Firearms
2.01E+11,2005,1,1,Jammu & Kashmir (State),Anantnag,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,5,Jammu & Kashmir (State),Kashmir,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,6,Bihar (State),Unknown,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,7,Jammu & Kashmir (State),Srinagar,Facility/Infrastructure Attack,Government (General),Al-Mansoorian,Firearms
2.01E+11,2005,1,16,Jammu & Kashmir (State),Srinagar,Facility/Infrastructure Attack,Military,Al-Mansoorian,Firearms
2.01E+11,2005,1,17,Jammu & Kashmir (State),Anantnag (District),Armed Assault,Private Citizens & Property,Other,Firearms
2.01E+11,2005,1,19,Assam (State),Sagolia,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2005,1,19,Assam (State),Unknown,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2005,1,19,Assam (State),Unknown,Bombing/Explosion,Utilities,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2005,1,19,Assam (State),Unknown,Bombing/Explosion,Telecommunication,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2005,1,21,Jammu & Kashmir (State),Old Baramulla,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,24,Assam (State),Guwahati,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2005,1,27,Jammu & Kashmir (State),Sumbal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,27,Jammu & Kashmir (State),Pampore,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,31,Jammu & Kashmir (State),Srinagar,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,31,Jammu & Kashmir (State),Nachala,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,1,31,Jammu & Kashmir (State),Gainad,Armed Assault,Police,Harkatul Jihad-e-Islami,Firearms
2.01E+11,2005,1,31,Jammu & Kashmir (State),Nashla,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,2,8,Jammu & Kashmir (State),Budgam,Assassination,Government (General),Unknown,Firearms
2.01E+11,2005,2,11,Karnataka (State),Unknown,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,2,13,Jammu & Kashmir (State),Shopian,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2005,2,24,Jammu & Kashmir (State),Srinagar,Armed Assault,Government (General),Al-Mansoorian,Firearms
2.01E+11,2005,3,1,Jammu and Kashmir (State),Matribugh,Armed Assault,Military,Hizbul Mujahideen (HM),Firearms
2.01E+11,2005,3,7,Jammu and Kashmir (State),Kulgam,Assassination,Government (General),Lashkar-e-Taiba (LeT),Firearms
